,Average_zcr,Std_zcr,Average_mfcc,Std_mfcc,Encoded_Genre,Genre
0,0.032855134921210366,0.01824814351383687,3.230269954545268,74.6955952281899,0.0,Electronic
1,0.07906603739357586,0.04190914864975091,3.7998087513973866,56.96916348872806,0.0,Electronic
2,0.05698937034754447,0.04568642217331104,5.151233031837134,47.56641239055595,0.0,Electronic
3,0.03998147325744393,0.03223518832778736,8.900865424817532,60.21436236884859,0.0,Electronic
4,0.07273028583349458,0.039212843923675016,7.148043195644212,50.75843005254587,0.0,Electronic
5,0.09467044039038312,0.06356896870762682,10.8144329259755,34.37543784924998,0.0,Electronic
6,0.08027861509529799,0.05215451757992794,7.65440152849105,45.44327403512542,0.0,Electronic
7,0.045492291727088165,0.02675878824524456,-7.7900514722025616,81.3130670223577,0.0,Electronic
8,0.07077300364018962,0.08208045267700123,-7.135674444876434,96.31740487127003,0.0,Electronic
9,0.03644970400783669,0.027679105504432238,7.800353325497066,61.836689811718884,0.0,Electronic
10,0.02323398649138932,0.01632970288248658,13.648431833716659,44.37524256698394,0.0,Electronic
11,0.24690251306114552,0.10978860310655217,8.3219937007892,23.79193963895731,0.0,Electronic
12,0.04246875302341331,0.05186668394542696,1.033550568360712,92.91523039815775,0.0,Electronic
13,0.020511969693304953,0.027546752590217865,5.976698374196757,96.89362351918692,0.0,Electronic
14,0.03515681688999613,0.01682725950894059,-11.003607085533927,100.80804290045411,0.0,Electronic
15,0.04519624975812694,0.06399074097569922,5.282895006907679,78.80546077893358,0.0,Electronic
16,0.05880765649187306,0.04065254017081651,9.802279979475024,62.566407789462154,0.0,Electronic
17,0.027118113459493425,0.014465963415477267,5.4281951031092355,75.37861424069544,0.0,Electronic
18,0.08787665252803557,0.02273449705125712,6.438868051942043,53.46802461094928,0.0,Electronic
19,0.03141950010884288,0.011908482820888187,1.9648221899803613,67.60127878904265,0.0,Electronic
20,0.05178596803647446,0.05211721580644464,-6.455740259529753,88.37617796641501,0.0,Electronic
21,0.06483785434404024,0.043176581368539316,9.235534845845383,59.45572333832982,0.0,Electronic
22,0.047312678243426144,0.032341402231063555,1.4766113107997585,68.47309006091403,0.0,Electronic
23,0.035429279654872387,0.03514134791689328,8.755262695751354,52.89743692408717,0.0,Electronic
24,0.04928619549980665,0.07023848016984825,7.776040018235479,65.28378804637885,0.0,Electronic
25,0.053745306389975114,0.045962030978302704,1.9133335496503487,65.59542192370185,0.0,Electronic
26,0.0307147032700116,0.005754324407402909,-4.45933280297124,89.4578529200545,0.0,Electronic
27,0.06994175394253097,0.019327014169744288,-9.55506874467769,95.4771398628769,0.0,Electronic
28,0.015966267777670278,0.005699793510739714,5.900989121839528,90.48019176953643,0.0,Electronic
29,0.018021278941898686,0.0070893593175312755,0.7060967833694796,86.80094172842081,0.0,Electronic
30,0.063716171512471,0.03402691433189366,-11.321048415215907,87.42655155958816,0.0,Electronic
31,0.07024296149380804,0.06948877982929823,-4.0281753736122035,89.78637958842694,0.0,Electronic
32,0.07830229934019721,0.09522358996111169,-10.66815454637638,112.74739631174049,0.0,Electronic
33,0.04675255176083591,0.03705557780016793,5.796934870904895,48.881200952036615,0.0,Electronic
34,0.027114537478231424,0.014434919891889615,8.260157261486443,73.72644028299645,0.0,Electronic
35,0.030922526545568884,0.019043270934989358,-2.746178896523433,88.05519350594474,0.0,Electronic
36,0.21224033860208816,0.10429227326056435,10.575331321209172,29.23474376181661,0.0,Electronic
37,0.0380318939870356,0.04014090904050889,-1.8090326215066064,75.95884743689949,0.0,Electronic
38,0.03178552208301084,0.02924105214398838,9.214199430105847,62.48508176913153,0.0,Electronic
39,0.13063392727668213,0.11740865300702445,4.47615005082372,59.429229700096,0.0,Electronic
40,0.042696853248259864,0.020861214210160704,3.9861112169806208,72.39998537604455,0.0,Electronic
41,0.08155770788989938,0.05062861226746244,-6.408249191290768,73.09889272554935,0.0,Electronic
42,0.1114602103690983,0.05984078643587196,15.46704885750985,27.258486084901747,0.0,Electronic
43,0.03660824424342105,0.03880331332651691,0.14847311660850562,69.01750193218679,0.0,Electronic
44,0.04723677373356535,0.02225612714964741,8.75881809238384,51.04076152509521,0.0,Electronic
45,0.06346202357646945,0.028126054450918102,13.663417633439671,34.15136868363145,0.0,Electronic
46,0.08804451100879737,0.0649536229542073,6.769269067149278,54.951332932668606,0.0,Electronic
47,0.0642019981390178,0.041422054334260015,10.188509875947839,45.78126052841178,0.0,Electronic
48,0.04083667672455495,0.03376025813311508,6.386514041729552,77.18416914738675,0.0,Electronic
49,0.06292970261706657,0.06528139250723156,7.50616142982223,60.67789984199043,0.0,Electronic
50,0.059208727583623354,0.040138260788158214,-2.631815871137522,70.83930678862426,0.0,Electronic
51,0.028931702557037895,0.009120641744526458,-3.425508122466783,100.33526335464394,0.0,Electronic
52,0.02594253764259474,0.005819248347686943,-14.589613779957634,99.38394309374395,0.0,Electronic
53,0.032250560843169504,0.008958981663265243,-36.39191583115451,105.59249339414174,0.0,Electronic
54,0.0634116093870843,0.01710347695464975,-10.047769760559506,82.88596723840335,0.0,Electronic
55,0.029168425613224316,0.026778513459719756,-2.2435055256983967,77.95763411101959,0.0,Electronic
56,0.03695782640770124,0.03537844463491173,4.156447940167597,71.37689556421373,0.0,Electronic
57,0.016506702907314243,0.009349468546007237,7.067558721359156,77.09130411697265,0.0,Electronic
58,0.059977402358855375,0.07217066826128017,2.5071571238478048,74.40800634486078,0.0,Electronic
59,0.07796318366927688,0.05961082399340657,-5.928316881187222,80.61847815261878,0.0,Electronic
