,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,Encoded_Genre,Genre
0,194.6662605816443,166.07101746796295,-48.18365568510324,70.70189251670556,-29.695681897013717,45.154673511988676,-27.635308093779688,17.60523927429703,-4.499442678225882,3.630446208442644,6.3703673188130585,-1.9764571809838387,1193.0,4.0,1573.565448547607,1.8051843877529405,209.29589542377823,173.97367666165857,-48.50595852810007,73.0329515559679,-30.02701655148979,46.04469884713452,-28.198691456820892,14.860976651770395,-5.603080379367402,4.2674812310581425,6.316836922812686,-1.5090829810710311,783.0,5.0,1484.061130530405,-1.2688263138573217e-16,202.53931149061597,187.5489122110133,-54.051580370484714,59.67924386823305,-25.533988394794818,45.517521758662696,-20.877613231415705,13.018545730703176,-2.910288483088334,7.070493795431149,4.718201207978908,0.051835087705545325,1027.0,4.0,1316.9589327660685,-3.806478941571965e-16,0,Electronic
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
2,324.8619962460043,76.30492813506667,2.0127436208395753,12.260256228328664,15.93975895511224,13.081798796575779,8.409686078573555,6.8447526471916555,13.389114711953257,20.588664556681184,10.494807498365146,12.221751967459213,1657.0,2.0,2424.937884585732,0.07968008968657983,314.4006102753209,76.48565943087183,6.05030349933972,15.362821827496012,21.25624943179855,11.268799734126919,10.81736376735467,8.035757813956348,15.980486402524155,22.457956654850268,9.947201293519946,11.188035033253312,504.0,3.0,2410.1345711294175,-3.96508223080413e-18,286.51258981918363,79.54102079289456,11.508462486368176,15.767608991456994,22.211464006386514,19.582454166726006,12.983260595429067,10.919348589919467,21.328697368001375,21.413401730240047,10.778219719035514,8.177832548451242,522.0,5.0,2489.361578743087,-9.912705577010325e-18,0,Electronic
3,275.5442157623272,142.1058484567825,-26.032770382929016,54.936781268067165,8.489876640017666,25.368409911685003,-3.076961938033309,16.696603132246,-8.10022430632899,11.554995773040869,2.693239045358387,9.108852982072083,623.0,3.0,1314.5361405599685,0.8094706155445649,269.5980089380161,162.4793358897919,-18.34424208240825,62.433885687779316,9.856255512569607,25.47033250716106,-5.971533169419807,14.208548165656884,-8.966028379579111,14.021868790302166,2.158319496938818,11.093601866796043,363.0,4.0,931.0594255778418,-3.172065784643304e-17,271.51729016996046,152.54925759039864,-20.185369827041487,62.02232460330046,15.005500103101172,30.59701905911334,-4.326047238053146,15.603166173283965,-10.43180538778762,12.924706148100409,-0.3908931152336869,10.597802869219365,426.0,3.0,1031.1686421084946,-6.344131569286608e-17,0,Electronic
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
7,95.17697581429195,117.17828897878422,-13.038146421355743,72.21232573131743,-8.948160314134334,9.616176234342463,-23.963407578372195,3.7545071878370506,-6.455198915251273,-7.311471388061923,-11.800587509609366,15.55276575718343,1369.0,6.0,2070.7920218595427,27.841365688277563,151.75746083188847,161.75748376415905,-19.79231830251846,32.490087601279875,-25.75340415106802,8.017554728699716,-25.26400547748844,-5.293087497173706,-12.75904245302052,-3.1370492883316228,-12.477174690168255,14.27703614798083,914.0,4.0,1332.3808301041333,-2.0301221021717147e-15,121.58116713471313,170.46267686840372,-17.743229091326814,26.44363711481206,-30.345417629059046,2.779104041758568,-31.970679929504563,-11.587964328420805,-9.033688494084599,2.483726893567259,-10.549585421990045,3.8066417394380156,985.0,5.0,1159.243151964033,-4.0602442043434294e-15,0,Electronic
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Electronic
